Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
ARCT|Arcturus Therapeutics Holdings Inc. - Common Stock|G|N|N|100|N|N
ARDS|Aridis Pharmaceuticals Inc. - Common Stock|S|N|N|100|N|N
ARDX|Ardelyx, Inc. - Common Stock|G|N|N|100|N|N
AREC|American Resources Corporation - Class A Common Stock|S|N|N|100|N|N
ARGU|Argus Capital Corp. - Class A Common Stock|G|N|N|100|N|N
ARGUU|Argus Capital Corp. - Unit|G|N|N|100|N|N
ARGUW|Argus Capital Corp. - Warrant|G|N|N|100|N|N
ARGX|argenx SE - American Depositary Shares|Q|N|N|100|N|N
ARHS|Arhaus, Inc. - Class A Common Stock|Q|N|N|100|N|N
ARIZ|Arisz Acquisition Corp. - Common Stock|G|N|N|100|N|N
ARIZR|Arisz Acquisition Corp. - Right|G|N|N|100|N|N
ARIZU|Arisz Acquisition Corp. - Unit|G|N|N|100|N|N
ARIZW|Arisz Acquisition Corp. - Warrant|G|N|N|100|N|N
ARKO|ARKO Corp. - Common Stock|S|N|N|100|N|N
ARKOW|ARKO Corp. - Warrant|S|N|N|100|N|N
ARKR|Ark Restaurants Corp. - Common Stock|G|N|N|100|N|N
ARLP|Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100|N|N
ARNA|Arena Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
AROW|Arrow Financial Corporation - Common Stock|Q|N|N|100|N|N
ARQQ|Arqit Quantum Inc. - Ordinary Shares|S|N|N|100|N|N
ARQQW|Arqit Quantum Inc. - Warrants|S|N|N|100|N|N
ARQT|Arcutis Biotherapeutics, Inc. - Common stock|Q|N|N|100|N|N
ARRW|Arrowroot Acquisition Corp. - Class A common stock|S|N|N|100|N|N
ARRWU|Arrowroot Acquisition Corp. - Unit|S|N|N|100|N|N
ARRWW|Arrowroot Acquisition Corp. - Warrant|S|N|N|100|N|N
ARRY|Array Technologies, Inc. - Common Stock|G|N|N|100|N|N
ARTA|Artisan Acquisition Corp. - Class A Ordinary Shares|S|N|N|100|N|N
ARTAU|Artisan Acquisition Corp. - Units|S|N|N|100|N|N
ARTAW|Artisan Acquisition Corp. - Warrants|S|N|N|100|N|N
ARTE|Artemis Strategic Investment Corporation - Class A Common Stock|G|N|N|100|N|N
ARTEU|Artemis Strategic Investment Corporation - Unit|G|N|N|100|N|N
ARTEW|Artemis Strategic Investment Corporation - Warrant|G|N|N|100|N|N
ARTL|Artelo Biosciences, Inc. - Common Stock|S|N|D|100|N|N
ARTLW|Artelo Biosciences, Inc. - Warrant|S|N|N|100|N|N
ARTNA|Artesian Resources Corporation - Class A Non-Voting Common Stock|Q|N|N|100|N|N
ARTW|Art's-Way Manufacturing Co., Inc. - Common Stock|S|N|N|100|N|N
ARVL|Arrival - Ordinary Shares|Q|N|N|100|N|N
ARVN|Arvinas, Inc. - Common Stock|Q|N|N|100|N|N
ARWR|Arrowhead Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
ARYD|ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares|S|N|N|100|N|N
ARYE|ARYA Sciences Acquisition Corp V - Class A Ordinary Shares|S|N|N|100|N|N
ASAX|Astrea Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
ASAXU|Astrea Acquisition Corp. - Unit|S|N|N|100|N|N
ASAXW|Astrea Acquisition Corp. - Warrant|S|N|N|100|N|N
ASET|FlexShares Real Assets Allocation Index Fund|G|N|N|100|Y|N
ASLE|AerSale Corporation - Common Stock|S|N|N|100|N|N
ASLEW|AerSale Corporation - Warrants|S|N|N|100|N|N
ASLN|ASLAN Pharmaceuticals Limited - American Depositary Shares|G|N|N|100|N|N
ASMB|Assembly Biosciences, Inc. - Common Stock|Q|N|N|100|N|N
ASML|ASML Holding N.V. - New York Registry Shares|Q|N|N|100|N|N
ASND|Ascendis Pharma A/S - American Depositary Shares|Q|N|N|100|N|N
ASO|Academy Sports and Outdoors, Inc. - Common Stock|Q|N|N|100|N|N
ASPA|Abri SPAC I, Inc. - Common Stock|S|N|N|100|N|N
ASPAU|Abri SPAC I, Inc. - Unit|S|N|N|100|N|N
ASPAW|Abri SPAC I, Inc. - Warrant|S|N|N|100|N|N
ASPC|Alpha Capital Acquisition Company - One Class A Ordinary Share|S|N|N|100|N|N
ASPCU|Alpha Capital Acquisition Company - Unit|S|N|N|100|N|N
ASPCW|Alpha Capital Acquisition Company - Warrant|S|N|N|100|N|N
ASPS|Altisource Portfolio Solutions S.A. - Common Stock|Q|N|N|100|N|N
ASPU|Aspen Group Inc. - Common Stock|G|N|N|100|N|N
ASRT|Assertio Holdings, Inc. - Common Stock|S|N|N|100|N|N
ASRV|AmeriServ Financial Inc. - Common Stock|G|N|N|100|N|N
ASTC|Astrotech Corporation - Common Stock|S|N|N|100|N|N
ASTE|Astec Industries, Inc. - Common Stock|Q|N|N|100|N|N
ASTL|Algoma Steel Group Inc. - Common Shares|G|N|N|100|N|N
ASTLW|Algoma Steel Group Inc. - Warrant|G|N|N|100|N|N
ASTR|Astra Space, Inc. - Class A Common Stock|Q|N|N|100|N|N
ASTRW|Astra Space, Inc. - Warrant|Q|N|N|100|N|N
ASTS|AST SpaceMobile, Inc. - Class A Common Stock|Q|N|N|100|N|N
ASTSW|AST SpaceMobile, Inc. - Warrant|Q|N|N|100|N|N
ASUR|Asure Software Inc - Common Stock|S|N|N|100|N|N
ASYS|Amtech Systems, Inc. - Common Stock|Q|N|N|100|N|N
ATAI|ATAI Life Sciences N.V. - Common Shares|G|N|N|100|N|N
ATAX|America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests|Q|N|N|100|N|N
ATCOL|Atlas Corp. - 7.125% Notes due 2027|G|N|N|100|N|N
ATCX|Atlas Technical Consultants, Inc. - Class A Common Stock|G|N|N|100|N|N
ATEC|Alphatec Holdings, Inc. - Common Stock|Q|N|N|100|N|N
ATER|Aterian, Inc. - Common Stock|S|N|N|100|N|N
ATEX|Anterix Inc. - Common Stock|S|N|N|100|N|N
ATHA|Athira Pharma, Inc. - Common Stock|Q|N|N|100|N|N
ATHE|Alterity Therapeutics Limited - American Depositary Shares|S|N|N|100|N|N
ATHX|Athersys, Inc. - Common Stock|S|N|N|100|N|N
ATIF|ATIF Holdings Limited - Ordinary Shares|S|N|N|100|N|N
ATLC|Atlanticus Holdings Corporation - Common Stock|Q|N|N|100|N|N
ATLCL|Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026|G|N|N|100|N|N
ATLCP|Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share|Q|N|N|100|N|N
ATLO|Ames National Corporation - Common Stock|S|N|N|100|N|N
ATNF|180 Life Sciences Corp. - Common Stock|S|N|N|100|N|N
ATNFW|180 Life Sciences Corp. - Warrant|S|N|N|100|N|N
ATNI|ATN International, Inc. - Common Stock|Q|N|N|100|N|N
ATNX|Athenex, Inc. - Common Stock|Q|N|N|100|N|N
ATOM|Atomera Incorporated - Common Stock|S|N|N|100|N|N
ATOS|Atossa Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
ATRA|Atara Biotherapeutics, Inc. - Common Stock|Q|N|N|100|N|N
ATRC|AtriCure, Inc. - Common Stock|G|N|N|100|N|N
ATRI|Atrion Corporation - Common Stock|Q|N|N|100|N|N
ATRO|Astronics Corporation - Common Stock|Q|N|N|100|N|N
ATRS|Antares Pharma, Inc. - Common Stock|S|N|N|100|N|N
ATSG|Air Transport Services Group, Inc - Common Stock|Q|N|N|100|N|N
ATSPT|Archimedes Tech SPAC Partners Co. - Subunit|S|N|N|100|N|N
ATSPU|Archimedes Tech SPAC Partners Co. - Unit|S|N|N|100|N|N
ATSPW|Archimedes Tech SPAC Partners Co. - Warrant|S|N|N|100|N|N
ATVC|Tribe Capital Growth Corp I - Class A common stock|S|N|N|100|N|N
ATVCU|Tribe Capital Growth Corp I - Units|S|N|N|100|N|N
ATVCW|Tribe Capital Growth Corp I - Warrant|S|N|N|100|N|N
ATVI|Activision Blizzard, Inc - Common Stock|Q|N|N|100|N|N
ATXI|Avenue Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
ATXS|Astria Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
ATY|AcuityAds Holdings Inc. - Common Shares|S|N|N|100|N|N
AUB|Atlantic Union Bankshares Corporation - Common Stock|Q|N|N|100|N|N
AUBAP|Atlantic Union Bankshares Corporation - Depositary Shares each representing a 1/400th ownership interest in a share of 6.875%Perpetual Non-Cumulative Preferred Stock, Series A|Q|N|N|100|N|N
AUBN|Auburn National Bancorporation, Inc. - Common Stock|G|N|N|100|N|N
AUDC|AudioCodes Ltd. - Ordinary Shares|Q|N|N|100|N|N
AUGX|Augmedix, Inc. - Common Stock|S|N|N|100|N|N
AUID|Ipsidy Inc. - Common Stock|S|N|N|100|N|N
AUPH|Aurinia Pharmaceuticals Inc - Common Shares|G|N|N|100|N|N
AUR|Aurora Innovation, Inc.  - Class A Common Stock|Q|N|N|100|N|N
AURA|Aura Biosciences, Inc. - Common Stock|G|N|N|100|N|N
AURC|Aurora Acquisition Corp. - Class A Ordinary Shares|S|N|N|100|N|N
AURCU|Aurora Acquisition Corp. - Unit|S|N|N|100|N|N
AURCW|Aurora Acquisition Corp. - Warrant|S|N|N|100|N|N
AUROW|Aurora Innovation, Inc.  - Warrant|Q|N|N|100|N|N
AUTL|Autolus Therapeutics plc - American Depositary Shares|Q|N|N|100|N|N
AUTO|AutoWeb, Inc. - Common Stock|S|N|N|100|N|N
AUUD|Auddia Inc. - Common Stock|S|N|N|100|N|N
AUUDW|Auddia Inc. - Warrants|S|N|N|100|N|N
AUVI|Applied UV, Inc. - Common Stock|S|N|N|100|N|N
AUVIP|Applied UV, Inc. - 10.5% Series A Cumulative Perpetual Preferred Stock, $0.0001 par value per share|S|N|N|100|N|N
AVAC|Avalon Acquisition Inc. - Class A Common Stock|G|N|N|100|N|N
AVACU|Avalon Acquisition Inc. - Units|G|N|N|100|N|N
AVACW|Avalon Acquisition Inc. - Warrant|G|N|N|100|N|N
AVAH|Aveanna Healthcare Holdings Inc. - Common Stock|Q|N|N|100|N|N
AVAV|AeroVironment, Inc. - Common Stock|Q|N|N|100|N|N
AVCO|Avalon GloboCare Corp. - Common Stock|S|N|N|100|N|N
AVCT|American Virtual Cloud Technologies, Inc.  - Common Stock|S|N|N|100|N|N
AVCTW|American Virtual Cloud Technologies, Inc.  - Warrant expiring 4/7/2020|S|N|N|100|N|N
AVDL|Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share|G|N|N|100|N|N
AVDX|AvidXchange Holdings, Inc. - Common Stock|Q|N|N|100|N|N
AVEO|AVEO Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
AVGO|Broadcom Inc. - Common Stock|Q|N|N|100|N|N
AVGOP|Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A|Q|N|N|100|N|N
AVGR|Avinger, Inc. - Common Stock|S|N|D|100|N|N
AVHI|Achari Ventures Holdings Corp. I - Common Stock|G|N|N|100|N|N
AVHIU|Achari Ventures Holdings Corp. I - Unit|G|N|N|100|N|N
AVHIW|Achari Ventures Holdings Corp. I - Warrant|G|N|N|100|N|N
AVID|Avid Technology, Inc. - Common Stock|Q|N|N|100|N|N
AVIR|Atea Pharmaceuticals, Inc. - common stock|Q|N|N|100|N|N
AVNW|Aviat Networks, Inc. - Common Stock|Q|N|N|100|N|N
AVO|Mission Produce, Inc. - Common Stock|Q|N|N|100|N|N
AVPT|AvePoint, Inc. - Class A Common Stock|Q|N|N|100|N|N
AVPTW|AvePoint, Inc. - Warrant|Q|N|N|100|N|N
AVRO|AVROBIO, Inc. - Common Stock|Q|N|N|100|N|N
AVT|Avnet, Inc. - Common Stock|Q|N|N|100|N|N
AVTE|Aerovate Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
AVTX|Avalo Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
AVXL|Anavex Life Sciences Corp. - Common Stock|Q|N|N|100|N|N
AWH|Aspira Women's Health Inc. - Common Stock|S|N|N|100|N|N
AWRE|Aware, Inc. - Common Stock|G|N|N|100|N|N
AXDX|Accelerate Diagnostics, Inc. - Common Stock|S|N|N|100|N|N
AXGN|Axogen, Inc. - Common Stock|S|N|N|100|N|N
AXLA|Axcella Health Inc. - Common Stock|G|N|N|100|N|N
AXNX|Axonics, Inc. - Common Stock|Q|N|N|100|N|N
AXON|Axon Enterprise, Inc. - Common Stock|Q|N|N|100|N|N
AXSM|Axsome Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
AXTI|AXT Inc - Common Stock|Q|N|N|100|N|N
AY|Atlantica Sustainable Infrastructure plc - Ordinary Shares|Q|N|N|100|N|N
AYLA|Ayala Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
AYRO|AYRO, Inc. - Common Stock|S|N|N|100|N|N
AYTU|Aytu BioPharma, Inc.  - Common Stock|S|N|N|100|N|N
AZN|AstraZeneca PLC - American Depositary Shares|Q|N|N|100|N|N
AZPN|Aspen Technology, Inc. - Common Stock|Q|N|N|100|N|N
AZTA|Azenta, Inc. - Common Stock|Q|N|N|100|N|N
AZYO|Aziyo Biologics, Inc. - Class A Common Stock|G|N|D|100|N|N
BAFN|BayFirst Financial Corp. - Common Stock|S|N|N|100|N|N
BAND|Bandwidth Inc. - Class A Common Stock|Q|N|N|100|N|N
BANF|BancFirst Corporation - Common Stock|Q|N|N|100|N|N
BANFP|BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities|Q|N|N|100|N|N
BANR|Banner Corporation - Common Stock|Q|N|N|100|N|N
BANX|StoneCastle Financial Corp - Common Stock|Q|N|N|100|N|N
BAOS|Baosheng Media Group Holdings Limited - Ordinary shares|S|N|N|100|N|N
BASE|Couchbase, Inc. - Common Stock|Q|N|N|100|N|N
BATRA|Liberty Media Corporation - Series A Liberty Braves Common Stock|Q|N|N|100|N|N
BATRK|Liberty Media Corporation - Series C Liberty Braves Common Stock|Q|N|N|100|N|N
BBBY|Bed Bath & Beyond Inc. - Common Stock|Q|N|N|100|N|N
BBCP|Concrete Pumping Holdings, Inc.  - Common Stock|S|N|N|100|N|N
BBGI|Beasley Broadcast Group, Inc. - Class A Common Stock|G|N|N|100|N|N
BBH|VanEck Biotech ETF|G|N|N|100|Y|N
BBI|Brickell Biotech, Inc. - Common Stock|S|N|D|100|N|N
BBIG|Vinco Ventures, Inc. - Common Stock|S|N|N|100|N|N
BBIO|BridgeBio Pharma, Inc. - Common Stock|Q|N|N|100|N|N
BBLG|Bone Biologics Corp - Common Stock|S|N|N|100|N|N
BBLGW|Bone Biologics Corp - warrants|S|N|N|100|N|N
BBQ|BBQ Holdings, Inc.  - Common Stock|Q|N|N|100|N|N
BBSI|Barrett Business Services, Inc. - Common Stock|Q|N|N|100|N|N
BCAB|BioAtla, Inc. - Common Stock|G|N|N|100|N|N
BCAC|Brookline Capital Acquisition Corp. - Common Stock|S|N|N|100|N|N
BCACU|Brookline Capital Acquisition Corp. - Units|S|N|N|100|N|N
BCACW|Brookline Capital Acquisition Corp. - Warrant|S|N|N|100|N|N
BCBP|BCB Bancorp, Inc. (NJ) - Common Stock|G|N|N|100|N|N
BCDA|BioCardia, Inc. - Common Stock|S|N|N|100|N|N
BCDAW|BioCardia, Inc. - Warrant|S|N|N|100|N|N
BCEL|Atreca, Inc. - Class A Common Stock|Q|N|N|100|N|N
BCLI|Brainstorm Cell Therapeutics Inc. - Common Stock|S|N|N|100|N|N
BCML|BayCom Corp - Common Stock|Q|N|N|100|N|N
BCOR|Blucora, Inc. - Common Stock|Q|N|N|100|N|N
BCOV|Brightcove Inc. - Common Stock|Q|N|N|100|N|N
BCOW|1895 Bancorp of Wisconsin, Inc. - Common Stock|S|N|N|100|N|N
BCPC|Balchem Corporation - Common Stock|Q|N|N|100|N|N
BCRX|BioCryst Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
BCSAU|Blockchain Coinvestors Acquisition Corp. I - Unit|G|N|N|100|N|N
BCTX|BriaCell Therapeutics Corp. - Common Shares|S|N|N|100|N|N
BCTXW|BriaCell Therapeutics Corp. - Warrant|S|N|N|100|N|N
BCYC|Bicycle Therapeutics plc - American Depositary Shares|Q|N|N|100|N|N
BDSI|BioDelivery Sciences International, Inc. - Common Stock|Q|N|N|100|N|N
BDSX|Biodesix, Inc. - Common Stock|G|N|N|100|N|N
BDTX|Black Diamond Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
BEAM|Beam Therapeutics Inc. - Common Stock|Q|N|N|100|N|N
BEAT|Heartbeam, Inc. - Common Stock|S|N|N|100|N|N
BEATW|Heartbeam, Inc. - Warrant|S|N|N|100|N|N
BECN|Beacon Roofing Supply, Inc. - Common Stock|Q|N|N|100|N|N
BEEM|Beam Global - Common Stock|S|N|N|100|N|N
BEEMW|Beam Global - Warrant|S|N|N|100|N|N
BELFA|Bel Fuse Inc. - Class A Common Stock|Q|N|N|100|N|N
BELFB|Bel Fuse Inc. - Class B Common Stock|Q|N|N|100|N|N
BENE|Benessere Capital Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
BENER|Benessere Capital Acquisition Corp. - Right|S|N|N|100|N|N
BENEU|Benessere Capital Acquisition Corp. - Unit|S|N|N|100|N|N
BENEW|Benessere Capital Acquisition Corp. - Warrant|S|N|N|100|N|N
BFC|Bank First Corporation - Common Stock|S|N|N|100|N|N
BFI|BurgerFi International Inc - Common Stock|G|N|N|100|N|N
BFIIW|BurgerFi International Inc - Warrant|G|N|N|100|N|N
BFIN|BankFinancial Corporation - Common Stock|Q|N|N|100|N|N
BFIT|Global X Health & Wellness ETF|G|N|N|100|Y|N
BFRA|Biofrontera AG - American Depositary Shares|S|N|N|100|N|N
BFRI|Biofrontera Inc. - Common Stock|S|N|N|100|N|N
BFRIW|Biofrontera Inc. - Warrants|S|N|N|100|N|N
BFST|Business First Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
BGCP|BGC Partners, Inc. - Class A Common Stock|Q|N|N|100|N|N
BGFV|Big 5 Sporting Goods Corporation - Common Stock|Q|N|N|100|N|N
BGNE|BeiGene, Ltd. - American Depositary Shares|Q|N|N|100|N|N
BGRN|iShares Global Green Bond ETF|G|N|N|100|Y|N
BGRY|Berkshire Grey, Inc. - Class A Common Stock|Q|N|N|100|N|N
BGRYW|Berkshire Grey, Inc. - Warrant|Q|N|N|100|N|N
BHAC|Crixus BH3 Acquisition Company - Class A Common Stock|G|N|N|100|N|N
BHACU|Crixus BH3 Acquisition Company - Units|G|N|N|100|N|N
BHACW|Crixus BH3 Acquisition Company - Warrants|G|N|N|100|N|N
BHAT|Blue Hat Interactive Entertainment Technology - Ordinary Shares|S|N|D|100|N|N
BHF|Brighthouse Financial, Inc. - Common Stock|Q|N|N|100|N|N
BHFAL|Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058|Q|N|N|100|N|N
BHFAM|Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D|Q|N|N|100|N|N
BHFAN|Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C|Q|N|N|100|N|N
BHFAO|Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B|Q|N|N|100|N|N
BHFAP|Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A|Q|N|N|100|N|N
BHSE|Bull Horn Holdings Corp. - Ordinary Shares|S|N|N|100|N|N
BHSEU|Bull Horn Holdings Corp. - Unit|S|N|N|100|N|N
BHSEW|Bull Horn Holdings Corp. - Warrants|S|N|N|100|N|N
BIB|ProShares Ultra Nasdaq Biotechnology|G|N|N|100|Y|N
BICK|First Trust BICK Index Fund|G|N|N|100|Y|N
BIDU|Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share|Q|N|N|100|N|N
BIGC|BigCommerce Holdings, Inc. - Series 1 Common Stock|G|N|N|100|N|N
BIIB|Biogen Inc. - Common Stock|Q|N|N|100|N|N
BILI|Bilibili Inc. - American Depositary Shares|Q|N|N|100|N|N
BIMI|BIMI International Medical Inc. - Common Stock|S|N|D|100|N|N
BIOC|Biocept, Inc. - Common Stock|S|N|N|100|N|N
BIOL|Biolase, Inc. - Common Stock|S|N|D|100|N|N
BIOSU|BioPlus Acquisition Corp. - Units|G|N|N|100|N|N
BIOT|Biotech Acquisition Company - Class A Ordinary Shares|S|N|N|100|N|N
BIOTU|Biotech Acquisition Company - Unit|S|N|N|100|N|N
BIOTW|Biotech Acquisition Company - Warrant|S|N|N|100|N|N
BIOX|Bioceres Crop Solutions Corp. - Ordinary Shares|Q|N|N|100|N|N
BIRD|Allbirds, Inc. - Class A Common Stock|Q|N|N|100|N|N
BIS|ProShares UltraShort Nasdaq Biotechnology|G|N|N|100|Y|N
BITF|Bitfarms Ltd. - Common Stock|G|N|N|100|N|N
BITS|Global X Blockchain & Bitcoin Strategy ETF|G|N|N|100|Y|N
BIVI|BioVie Inc. - Common stock|S|N|N|100|N|N
BJDX|Bluejay Diagnostics, Inc. - Common Stock|S|N|N|100|N|N
BJK|VanEck Gaming ETF|G|N|N|100|Y|N
BJRI|BJ's Restaurants, Inc. - Common Stock|Q|N|N|100|N|N
BKCC|BlackRock Capital Investment Corporation - Common Stock|Q|N|N|100|N|N
BKCH|Global X Blockchain ETF|G|N|N|100|Y|N
BKEP|Blueknight Energy Partners L.P. - Common Units representing Limited Partner Interests|G|N|N|100|N|N
BKEPP|Blueknight Energy Partners L.P. - Series A Preferred Units|G|N|N|100|N|N
BKNG|Booking Holdings Inc. - Common Stock|Q|N|N|100|N|N
BKR|Baker Hughes Company - Common Stock|Q|N|N|100|N|N
BKSC|Bank of South Carolina Corp. - Common Stock|S|N|N|100|N|N
BKYI|BIO-key International, Inc. - Common Stock|S|N|N|100|N|N
BL|BlackLine, Inc. - Common Stock|Q|N|N|100|N|N
BLBD|Blue Bird Corporation - Common Stock|G|N|N|100|N|N
BLBX|Blackboxstocks Inc. - Common Stock|S|N|N|100|N|N
BLCM|Bellicum Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
BLCN|Siren Nasdaq NexGen Economy ETF|G|N|N|100|Y|N
BLCT|BlueCity Holdings Limited - American Depositary Shares|G|N|N|100|N|N
BLDE|Blade Air Mobility, Inc. - Class A Common Stock|S|N|N|100|N|N
BLDEW|Blade Air Mobility, Inc. - Warrants|S|N|N|100|N|N
BLDP|Ballard Power Systems, Inc. - Common Shares|G|N|N|100|N|N
BLEUU|bleuacacia ltd - Units|G|N|N|100|N|N
BLFS|BioLife Solutions, Inc. - Common Stock|S|N|N|100|N|N
BLFY|Blue Foundry Bancorp - Common Stock|Q|N|N|100|N|N
BLI|Berkeley Lights, Inc. - Common Stock|Q|N|N|100|N|N
BLIN|Bridgeline Digital, Inc. - Common Stock|S|N|N|100|N|N
BLKB|Blackbaud, Inc. - Common Stock|Q|N|N|100|N|N
BLMN|Bloomin' Brands, Inc. - Common Stock|Q|N|N|100|N|N
BLNG|Belong Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
BLNGU|Belong Acquisition Corp. - Units|S|N|N|100|N|N
BLNGW|Belong Acquisition Corp. - Warrant|S|N|N|100|N|N
BLNK|Blink Charging Co. - Common Stock|S|N|N|100|N|N
BLNKW|Blink Charging Co. - Warrant|S|N|N|100|N|N
BLPH|Bellerophon Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
BLRX|BioLineRx Ltd. - American Depositary Shares|S|N|N|100|N|N
BLSA|BCLS Acquisition Corp. - Class A Ordinary Shares|S|N|N|100|N|N
BLTS|Bright Lights Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
BLTSU|Bright Lights Acquisition Corp. - Unit|S|N|N|100|N|N
BLTSW|Bright Lights Acquisition Corp. - Warrant|S|N|N|100|N|N
BLU|BELLUS Health Inc. - Common Shares|Q|N|N|100|N|N
BLUE|bluebird bio, Inc. - Common Stock|Q|N|N|100|N|N
BLZE|Backblaze, Inc. - Class A Common Stock|G|N|N|100|N|N
BMAQ|Blockchain Moon Acquisition Corp. - Common Stock|G|N|N|100|N|N
BMAQR|Blockchain Moon Acquisition Corp. - Rights|G|N|N|100|N|N
BMAQU|Blockchain Moon Acquisition Corp. - Units|G|N|N|100|N|N
BMAQW|Blockchain Moon Acquisition Corp. - Warrants|G|N|N|100|N|N
BMBL|Bumble Inc. - common stock|Q|N|N|100|N|N
BMEA|Biomea Fusion, Inc. - Common Stock|Q|N|N|100|N|N
BMRA|Biomerica, Inc. - Common Stock|S|N|N|100|N|N
BMRC|Bank of Marin Bancorp - Common Stock|S|N|N|100|N|N
BMRN|BioMarin Pharmaceutical Inc. - Common Stock|Q|N|N|100|N|N
BMTC|Bryn Mawr Bank Corporation - Common Stock|Q|N|N|100|N|N
BND|Vanguard Total Bond Market ETF|G|N|N|100|Y|N
BNDW|Vanguard Total World Bond ETF|G|N|N|100|Y|N
BNDX|Vanguard Total International Bond ETF|G|N|N|100|Y|N
BNFT|Benefitfocus, Inc. - Common Stock|G|N|N|100|N|N
BNGO|Bionano Genomics, Inc. - Common Stock|S|N|N|100|N|N
BNGOW|Bionano Genomics, Inc. - Warrant|S|N|N|100|N|N
BNIX|Bannix Acquisition Corp. - Common Stock|S|N|N|100|N|N
BNIXR|Bannix Acquisition Corp. - Right|S|N|N|100|N|N
BNIXW|Bannix Acquisition Corp. - Warrant|S|N|N|100|N|N
BNNR|Banner Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
BNNRU|Banner Acquisition Corp. - Units|S|N|N|100|N|N
BNNRW|Banner Acquisition Corp. - Warrants|S|N|N|100|N|N
BNOX|Bionomics Limited - American Depository Shares|G|N|N|100|N|N
BNR|Burning Rock Biotech Limited - American Depositary Shares|G|N|N|100|N|N
BNSO|Bonso Electronics International, Inc. - Common Stock|S|N|N|100|N|N
BNTC|Benitec Biopharma Inc. - Common Stock|S|N|N|100|N|N
BNTX|BioNTech SE - American Depositary Shares|Q|N|N|100|N|N
BOCNU|Blue Ocean Acquisition Corp - Units|G|N|N|100|N|N
BOKF|BOK Financial Corporation - Common Stock|Q|N|N|100|N|N
BOLT|Bolt Biotherapeutics, Inc. - Common Stock|Q|N|N|100|N|N
BOMN|Boston Omaha Corporation - Class A Common Stock|S|N|N|100|N|N
BON|Bon Natural Life Limited - Ordinary Shares|S|N|N|100|N|N
BOOM|DMC Global Inc. - Common Stock|Q|N|N|100|N|N
BOSC|B.O.S. Better Online Solutions - Ordinary Shares|S|N|N|100|N|N
BOTJ|Bank of the James Financial Group, Inc. - Common Stock|S|N|N|100|N|N
BOTZ|Global X Robotics & Artificial Intelligence ETF|G|N|N|100|Y|N
BOXL|Boxlight Corporation - Class A Common Stock|S|N|N|100|N|N
